"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FSRPMUCI","book","2018","Duckworth, Angela","Grit: the power of passion and perseverance","","978-1-5011-1110-5 978-1-5011-1111-2","","","","""In this must-read book for anyone striving to succeed, pioneering psychologist Angela Duckworth shows parents, educators, athletes, students, and business people--both seasoned and new--that the secret to outstanding achievement is not talent but a focused persistence called ""grit."" Why do some people succeed and others fail? Sharing new insights from her landmark research on grit, MacArthur ""genius"" Angela Duckworth explains why talent is hardly a guarantor of success. Rather, other factors can be even more crucial such as identifying our passions and following through on our commitments. Drawing on her own powerful story as the daughter of a scientist who frequently bemoaned her lack of smarts, Duckworth describes her winding path through teaching, business consulting, and neuroscience, which led to the hypothesis that what really drives success is not ""genius"" but a special blend of passion and long-term perseverance. As a professor at the University of Pennsylvania, Duckworth created her own ""character lab"" and set out to test her theory. Here, she takes readers into the field to visit teachers working in some of the toughest schools, cadets struggling through their first days at West Point, and young finalists in the National Spelling Bee. She also mines fascinating insights from history and shows what can be gleaned from modern experiments in peak performance. Finally, she shares what she's learned from interviewing dozens of high achievers--from JP Morgan CEO Jamie Dimon to the cartoon editor of The New Yorker to Seattle Seahawks Coach Pete Carroll. Winningly personal, insightful, and even life-changing, Grit is a book about what goes through your head when you fall down, and how that--not talent or luck--makes all the difference""--","2018","2025-08-21 17:50:51","2025-08-21 17:51:53","","","349","","","","","Grit","","","","","Scribner","New York London Toronto Sydney New Delhi","eng","","","","","K10plus ISBN","","","","","","0 OWN - Print; 1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","First Scribner trade paperback edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SKB76T3","webpage","2025","","Concrete Sky: Air Base Hardening in the Western Pacific | Hudson Institute","","","","","https://www.hudson.org/arms-control-nonproliferation/concrete-sky-air-base-hardening-western-pacific-timothy-walton-thomas-shugart","View Full PDF Executive Summary","2025-08-01","2025-08-21 18:02:06","2025-08-21 18:06:30","2025-08-21 18:02:06","","","","","","","Concrete Sky","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/7V54VTMM/2025 - Concrete Sky Air Base Hardening in the Western Pa.pdf; /Users/jonathan/Zotero/storage/RPR7QF3Z/concrete-sky-air-base-hardening-western-pacific-timothy-walton-thomas-shugart.html","","Unread; 1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8UAEI76","blogPost","2024","","Rethinking Strategic Competition with China","ChinaPower Project","","","","https://chinapower.csis.org/podcasts/rethinking-strategic-competition-with-china/","In this episode of the ChinaPower Podcast, Mr. Elbridge Colby joins us to discuss U.S. strategic competition with China. Mr. Colby stresses that he is most worried about the PRC military threat. He advocates focusing on Taiwan as a principal flashpoint and says the United...","2024-01-18","2025-08-21 18:34:12","2025-08-21 19:03:06","2025-08-21 18:34:12","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/3ZR2SGRE/rethinking-strategic-competition-with-china.html","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4DIF23H","book","2023","Scharre, Paul","Four Battlegrounds: power in the age of artificial intelligence","","978-0-393-86687-2","","","","One of the Next Big Idea Club's Must-Read Books An award-winning defense expert tells the story of today's great power rivalry--the struggle to control artificial intelligence","2023","2025-08-21 18:58:22","2025-08-21 19:03:06","","","1","","","","","Four Battlegrounds","","","","","W. W. Norton & Company, Incorporated","New York","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/RNR8HC7Z/Scharre - 2023 - Four Battlegrounds power in the age of artificial.pdf","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5JIRHMP","webpage","","","Net Assessment: Exploring the Implications of Precise Mass","","","","","https://netassessment.libsyn.com/exploring-the-implications-of-precise-mass","Back from their holiday break, Chris, Melanie, and Zack discuss Michael Horowitz and Joshua Schwartz’s recent War on the Rocks’ article, which considers whether and how the United States and its allies should incorporate new technologies into their military forces. Is it time for cheap, uncrewed systems to replace larger, manned platforms? What is the optimal mix of high-end, exquisite systems, and low-end, attritable assets? And how should the Pentagon, NATO, and our other allies invest resources to be best situated for potential conflicts? President Joe Biden’s decision to block Nippon Steel’s planned purchase of U.S. Steel receives not one but two grievances. Chris complains about misinformed reactions to the tragic incidents on New Year’s Eve. Hearty attas to President-elect Donald Trump for suggesting that U.S. allies could build U.S. warships, to the National Security Archive at George Washington University, and to Finland for seizing the Russian ship suspected of cutting undersea cables (and for the Finns’ general seriousness on matters of national defense).&nbsp; &nbsp;","","2025-08-21 18:59:47","2025-08-21 19:03:06","2025-08-21 18:59:47","","","","","","","Net Assessment","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/GVEPNA72/exploring-the-implications-of-precise-mass.html","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTBI8RY2","webpage","","Stokes, Jacob; Wright, Evan; Schochet, Nathaniel","The China-Russia Entente in East Asia","CNAS","","","","https://www.cnas.org/publications/reports/the-china-russia-entente-in-east-asia","Developing strong, pragmatic and principled national security and defense policies.","","2025-08-21 19:02:01","2025-08-21 19:03:06","2025-08-21 19:02:01","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/V2JPNN8Y/the-china-russia-entente-in-east-asia.html; /Users/jonathan/Zotero/storage/JCAMUUYW/Stokes et al. - The China-Russia Entente in East Asia.pdf","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVDW9PN5","videoRecording","2023","Andy Stanley","The Foundation of Exceptional Leadership","","","","","https://www.youtube.com/watch?v=_YmAtLHw4aM","In this episode, I discuss why exceptional leadership starts with leading the person in the mirror. Andy Stanley Leadership Podcast: November 2023 Episode | The Foundation of Exceptional Leadership","2023-11-08","2025-08-21 19:51:01","2025-08-21 19:51:39","2025-08-21 19:51:01","","","","","","","","","","","","","","","","","","","YouTube","","","","","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","30:02","","","","","","","","","","","","","","","","","","","","","","","","",""
"3P6AZ64Z","journalArticle","","Bondar, Kateryna","Understanding the Military AI Ecosystem of Ukraine","","","","","","","","2025-08-21 19:52:20","2025-08-21 19:52:29","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/USS3WYG8/Bondar - Understanding the Military AI Ecosystem of Ukraine.pdf","","1 AF Prof Reading List","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8R6VEE7S","book","2021","Storr, Will","The science of storytelling","","978-1-68335-818-3 978-1-4197-4795-3","","","","How do master storytellers compel us? There have been many attempts to understand what makes a good story, but few have used a scientific approach. In The Science of Storytelling, Will Storr applies dazzling psychological research and cutting-edge neuroscience to our myths and archetypes to show how we can tell better stories, revealing, among other things, how storytellers - and also our brains - create worlds by being attuned to moments of unexpected change. Storr's superbly chosen examples range from Harry Potter to Jane Austen to Alice Walker, Greek drama to Russian novels to Native American folk tales, King Lear to Breaking Bad to children's stories. With chapters such as ""The Dramatic Question"" and ""Plot, Endings, and Meaning"" and a practical, step-by-step appendix dedicated to ""The Sacred Flaw Approach"", The Science of Storytelling is destined to become an invaluable resource for writers of all stripes, whether novelist, screenwriter, playwright, or writer of creative or traditional nonfiction","2021","2025-08-21 20:51:46","2025-08-21 20:51:46","","","291","","","","","","","","","","Abrams Press","New York","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X973HTIB","book","2021","Funt, Juliet","A Minute to Think: Reclaim Creativity, Conquer Busyness, and Do Your Best Work","","978-0-06-297026-8","","","","","2021","2025-08-21 20:52:50","2025-08-21 20:52:50","","","1","","","","","A Minute to Think","","","","","HarperCollins Publishers","Erscheinungsort nicht ermittelbar","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","1st ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R6B644K","blogPost","2025","Cook, David","When Cell Phones Kill: Digital Discipline and the Future of SOF Obscurity","Medium","","","","https://medium.com/@david_n_cook/when-cell-phones-kill-digital-discipline-and-the-future-of-sof-obscurity-e0252e136e77","“This device [holding up a cell phone] is going to get our soldiers killed.”  — Maj. Gen. Curtis Taylor, Commanding General, National…","2025-08-04","2025-08-21 20:54:06","2025-08-21 20:54:06","2025-08-21 20:54:06","","","","","","","When Cell Phones Kill","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/YY45GBII/when-cell-phones-kill-digital-discipline-and-the-future-of-sof-obscurity-e0252e136e77.html; /Users/jonathan/Zotero/storage/R2K4MVVF/When Cell Phones Kill_ Digital Discipline.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5M4TNXSJ","webpage","2025","Jr, Holman W. Jenkins","Opinion | The Business of American Military Deterrence","The Wall Street Journal","","","","https://www.wsj.com/opinion/the-business-of-american-military-deterrence-war-national-security-palantir-f2592cfe","The U.S. Army colonel, Palantir executive and ‘reindustralization maximalist’ Shyam Sankar on how to restore the U.S. edge and prevent World War III.","2025-08-29","2025-08-30 17:22:21","2025-08-30 17:22:21","2025-08-30 17:22:21","","","","","","","","","","","","","","en-US","","","","","","","Section: Opinion","","/Users/jonathan/Zotero/storage/GV2GBXDV/Jr - 2025 - Opinion  The Business of American Military Deterr.pdf; /Users/jonathan/Zotero/storage/RIFAZFE3/the-business-of-american-military-deterrence-war-national-security-palantir-f2592cfe.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTJTFCT8","webpage","","","Do the simplest thing that could possibly work","","","","","https://www.seangoedecke.com/the-simplest-thing-that-could-possibly-work/","When designing software systems, do the simplest thing that could possibly work. It’s surprising how far you can take this piece of advice. I genuinely think…","","2025-08-30 18:20:21","2025-08-30 18:20:21","2025-08-30 18:20:21","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/9RSKQZBV/the-simplest-thing-that-could-possibly-work.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9YFL4QL","webpage","","","Everything I know about good system design","","","","","https://www.seangoedecke.com/good-system-design/","I see a lot of bad system design advice. One classic is the LinkedIn-optimized “bet you never heard of queues” style of post, presumably aimed at people who are…","","2025-08-30 18:35:24","2025-08-30 18:35:24","2025-08-30 18:35:24","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/55Y7VI3C/good-system-design.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVWMKFDB","blogPost","","","[Outliers] Sol Price: The Godfather of Costco, Walmart, and Modern Retail","Farnam Street","","","","https://fs.blog/knowledge-project-podcast/outliers-sol-price/","Sol Price is the most influential retailer you've never heard of. A man who never sought the spotlight, but whose legacy and lessons cover the entire landscape of modern retail.","","2025-08-30 18:39:21","2025-08-30 18:39:21","2025-08-30 18:39:21","","","","","","","[Outliers] Sol Price","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/83JMC6YY/outliers-sol-price.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FPPQ6VE","webpage","2025","Barak-Corren, Netta","Opinion | How Humanitarian Aid Feeds War Machines","The Wall Street Journal","","","","https://www.wsj.com/opinion/how-humanitarian-aid-feeds-war-machines-support-hunger-suffering-44a85d94","Donors need better rules to stop warlords, militias and authoritarian regimes from stealing assistance.","2025-08-10","2025-08-30 18:40:09","2025-08-30 18:40:09","2025-08-30 18:40:09","","","","","","","","","","","","","","en-US","","","","","","","Section: Opinion","","/Users/jonathan/Zotero/storage/ULVGM5QT/how-humanitarian-aid-feeds-war-machines-support-hunger-suffering-44a85d94.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7Z46QJW","webpage","","","Why I used to prefer permissive licenses and now favor copyleft","","","","","https://vitalik.eth.limo/general/2025/07/07/copyleft.html","","","2025-08-30 19:22:13","2025-08-30 19:22:13","2025-08-30 19:22:13","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/3WNXVKUU/copyleft.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LKR2JA5","webpage","2025","","I Shipped a macOS App Built Entirely by Claude Code","","","","","https://indragie.com/blog/i-shipped-a-macos-app-built-entirely-by-claude-code","How I built Context—a native macOS SwiftUI app for debugging MCP servers—almost entirely with Claude Code, and what I learned about building with AI coding agents.","2025-07-01","2025-08-30 19:23:56","2025-08-30 19:23:56","2025-08-30 19:23:56","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C44GTV29","webpage","2025","WSJ, By Michaeleen Doucleff | Photographs by Hannah Gentiles for","Essay | My Family Went Off Ultra-Processed Foods for a Month. The Results Surprised Us.","The Wall Street Journal","","","","https://www.wsj.com/health/wellness/my-family-went-off-ultra-processed-foods-for-a-month-the-results-surprised-us-ac8015b1","What started as an experiment has become our new diet.","2025-08-30","2025-09-01 01:13:38","2025-09-01 01:13:38","2025-09-01 01:13:38","","","","","","","","","","","","","","en-US","","","","","","","Section: Life","","/Users/jonathan/Zotero/storage/7JRXGMCL/my-family-went-off-ultra-processed-foods-for-a-month-the-results-surprised-us-ac8015b1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3349IW34","blogPost","2016","McKay, Brett and Kate","Never Complain; Never Explain","The Art of Manliness","","","","https://www.artofmanliness.com/character/behavior/never-complain-never-explain/","This pithy little maxim was first coined by the British politician and prime minister Benjamin Disraeli, and adopted as a motto by many other high-ranking Brits.","2016-02-09","2025-09-01 01:29:29","2025-09-01 01:29:29","2025-09-01 01:29:29","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/EBAAZME6/never-complain-never-explain.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUYIECHI","webpage","2025","Horn, Ethan Bernstein and Michael B.","The Secret to Retaining the Best Employees: Ask Them These Four Questions","The Wall Street Journal","","","","https://www.wsj.com/business/c-suite/employee-retention-satisfaction-8e04ffb8","Too often, bosses discover why their stars leave when it’s too late to do anything about it.","2025-06-11","2025-09-01 01:31:16","2025-09-01 01:31:16","2025-09-01 01:31:16","","","","","","","The Secret to Retaining the Best Employees","","","","","","","en-US","","","","","","","Section: Business","","/Users/jonathan/Zotero/storage/K3UUWK9C/employee-retention-satisfaction-8e04ffb8.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XP9XBC6","webpage","","","content frame","","","","","https://piano.vx.wsj.com/checkout/template/cacheableShow.html?aid=KKbgqpBlpu&templateId=OT5DDAF0II1D&templateVariantId=OTVWXU3WLDNKE&offerId=fakeOfferId&experienceId=EXQ940T6C0AN&iframeId=offer_de14afeb104ad7751e7b-0&displayMode=inline&pianoIdUrl=https%3A%2F%2Fpiano.auth.wsj.com%2Fid%2F&widget=template&url=https%3A%2F%2Fwww.wsj.com%2Fopinion%2Fthe-tragedy-of-affirmative-action-black-mobility-racial-preferences-merit-b1ca70e3","","","2025-09-01 15:24:30","2025-09-01 15:24:30","2025-09-01 15:24:30","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIVLUX4P","webpage","2025","Riley, Jason L.","Opinion | The Tragedy of Affirmative Action","The Wall Street Journal","","","","https://www.wsj.com/opinion/the-tragedy-of-affirmative-action-black-mobility-racial-preferences-merit-b1ca70e3","Blacks were making rapid progress before the 1960s. Racial preferences didn’t help, and if anything they slowed the improvement.","2025-05-02","2025-09-01 15:25:14","2025-09-01 15:25:14","2025-09-01 15:25:14","","","","","","","","","","","","","","en-US","","","","","","","Section: Opinion","","/Users/jonathan/Zotero/storage/S84BSEAI/the-tragedy-of-affirmative-action-black-mobility-racial-preferences-merit-b1ca70e3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5V26B6BP","webpage","2025","","How I've run major projects","benkuhn.net","","","","https://www.benkuhn.net/pjm/","focus • maintain a detailed plan for victory • run a fast OODA loop • overcommunicate • break off subprojects • have fun • bonus content: my project management starter kit","2025-03-16","2025-09-01 15:27:40","2025-09-01 15:27:40","2025-09-01 15:27:40","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/2L47E9S8/pjm.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHEQSTMC","journalArticle","2025","Greenwalt, Bill; Patt, Dan","Beyond Documents: Accelerating Joint Advantage through Direct Resourcing and Experimentation","","","","","","","2025","2025-09-01 16:01:48","2025-09-01 16:01:48","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/LXESKDKY/Greenwalt and Patt - 2025 - Beyond Documents Accelerating Joint Advantage thr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV9MM6Z7","report","2015","Wong, Leonard; Gerras, Stephen J.","Lying to Ourselves: Dishonesty in the Army Profession:","","","","10.21236/ADA615274","http://www.dtic.mil/docs/citations/ADA615274","","2015-02-01","2025-09-01 16:03:44","2025-09-01 16:05:05","2025-09-01 16:03:44","","","","","","","Lying to Ourselves","","","","","Defense Technical Information Center","Fort Belvoir, VA","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/4RVHE6RT/Wong and Gerras - 2015 - Lying to Ourselves Dishonesty in the Army Profess.pdf","","Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMJBFI65","webpage","","","On Attrition: An Ontology for Warfare","Army University Press","","","","https://www.armyupress.army.mil/Journals/Military-Review/English-Edition-Archives/SO-24/SO-24-On-Attrition/","Military Review September-October 2024","","2025-09-01 16:04:36","2025-09-01 16:04:36","2025-09-01 16:04:36","","","","","","","On Attrition","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/W8QHNZCH/On Attrition An Ontology for Warfare.pdf; /Users/jonathan/Zotero/storage/FWRTQ5KT/SO-24-On-Attrition.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFT4Z423","webpage","","","Why liberals fear-mongering about Trump should read Hobbes | Aeon Essays","Aeon","","","","https://aeon.co/essays/why-liberals-fear-mongering-about-trump-should-read-hobbes","Liberals have forgotten that in order for our lives not to be nasty, brutish and short, we need stability. Enter Hobbes","","2025-09-01 16:06:35","2025-09-01 16:06:35","2025-09-01 16:06:35","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/D5LP6LT7/why-liberals-fear-mongering-about-trump-should-read-hobbes.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PW9FJGBM","webpage","2024","Henderson, David R.","Opinion | A Nobel Prize in Economics for the ‘Inclusive’ Free Market","The Wall Street Journal","","","","https://www.wsj.com/opinion/a-nobel-prize-in-economics-for-the-inclusive-free-market-b8e70e1e","The three laureates’ research demonstrates the importance of property rights and the rule of law.","2024-10-14","2025-09-01 16:15:44","2025-09-01 16:15:55","2025-09-01 16:15:44","","","","","","","","","","","","","","en-US","","","","","","","Section: Opinion","","/Users/jonathan/Zotero/storage/DZBKBQ7V/a-nobel-prize-in-economics-for-the-inclusive-free-market-b8e70e1e.html","","sources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVT85JT7","journalArticle","2025","Cuevas, Joshua A; Dawson, Bryan L; Childers, Gina","Discerning Myths from Methods: University Faculty’s Understanding of Learning Science and Metacognition on Pedagogy","","","","","","This study assessed the pedagogical knowledge and metacognitive awareness of pedagogy of faculty (N = 107) at a large state university in the United States. The purpose was to ascertain whether faculty could distinguish effective learning practices from ineffective ones, as determined by empirical research in learning science. Faculty responded to items regarding the efficacy of effective practices and others shown by research to be neuromyths or misconceptions. Faculty across all colleges correctly identified most of the effective practices but also endorsed myths/misconceptions, ultimately showing limited pedagogical knowledge. Tenured faculty showed stronger pedagogical knowledge than newer faculty. Faculty were also assessed on their confidence in their knowledge of pedagogical practices. Respondents demonstrated poor metacognitive awareness as there was no relationship between confidence in pedagogical knowledge and actual pedagogical knowledge. Surprisingly, education faculty scored no better in pedagogical knowledge than faculty of any other college and also showed low metacognitive awareness. Results indicate that universities preparing doctoral students for faculty positions should ensure candidates are exposed to accurate information regarding learning science. The implications for colleges of education are more dire in that they may be failing to prepare candidates in the most essential aspects of the field.","2025","2025-09-06 21:31:59","2025-09-06 21:31:59","","","","12","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/RHYLUX7X/Cuevas et al. - 2025 - Discerning Myths from Methods University Faculty’.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655VESFK","webpage","2024","Hoel, Erik","I Taught My Three-Year-Old to Read ‘The Hobbit’","","","","","https://www.thefp.com/p/i-taught-my-three-year-old-to-read-tutoring-education-culture?utm_medium=email","You can teach very little children to read. I did. You just need to pretend like you’re in the 1700s, writes Erik Hoel.","2024-11-13","2025-09-06 21:34:17","2025-09-07 21:32:33","2025-09-06 21:34:17","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/XP4F97JN/i-taught-my-three-year-old-to-read-tutoring-education-culture.html","","0 AGREE / LIKE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5HR2KHY","webpage","2022","Hoel, Erik","How geniuses used to be raised","","","","","https://www.theintrinsicperspective.com/p/how-geniuses-used-to-be-raised","Aristocratic tutoring III: The day-to-day practices","2022-03-16","2025-09-06 21:34:56","2025-09-06 21:34:56","2025-09-06 21:34:56","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/KQBJHXC3/how-geniuses-used-to-be-raised.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D36K4PMY","webpage","2025","Hoel, Erik","Why we stopped making Einsteins","","","","","https://www.theintrinsicperspective.com/p/why-we-stopped-making-einsteins","Aristocratic tutoring I: Explaining the decline of genius","2025-03-27","2025-09-06 21:36:00","2025-09-06 21:36:00","2025-09-06 21:36:00","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/ZJQZBALT/why-we-stopped-making-einsteins.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIW9XZAT","webpage","2022","Hoel, Erik","Objections to the importance of aristocratic tutoring","","","","","https://www.theintrinsicperspective.com/p/follow-up-why-we-stopped-making-einsteins","Aristocratic tutoring II: Replies to counterarguments","2022-03-16","2025-09-06 21:36:39","2025-09-06 21:36:39","2025-09-06 21:36:39","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/8P92XJPL/follow-up-why-we-stopped-making-einsteins.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HJ37BVU","magazineArticle","2025","Paine, S. C. M.","By Land or by Sea","Foreign Affairs","","0015-7120","","https://www.foreignaffairs.com/united-states/land-or-sea-paine","Continental power, maritime power, and the fight for a new world order.","2025-08-19","2025-09-06 21:50:22","2025-09-06 21:51:25","2025-09-06 21:50:22","","","5","104","","","","","","","","","","en-US","","","","","Foreign Affairs","","Volume Title: September/October 2025","","/Users/jonathan/Zotero/storage/DIQYHVZT/land-or-sea-paine.html","","Great Power Competition; strategy; 0 AGREE / LIKE; National Security; National Security Strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NQLXZPU","journalArticle","","","The Math Academy Way","","","","","","","","2025-09-07 21:58:14","2025-09-07 21:58:14","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/7M8XX5Z3/The Math Academy Way.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRTDEWTJ","webpage","2022","Daly, Tim","Mississippi Schools Are Better Than Yours","","","","","https://www.thefp.com/p/mississippi-cant-possibly-have-good","The state’s turnaround really is miraculous. But the rest of the country isn’t interested.","2022-05-26","2025-09-07 21:58:30","2025-09-07 21:58:59","2025-09-07 21:58:30","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/HR78TQ4J/mississippi-cant-possibly-have-good.html","","0 MUST READ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IYYRBFZ","webpage","2024","Potter, Brian","How to Build 300,000 Airplanes in Five Years","","","","","https://www.construction-physics.com/p/how-to-build-300000-airplanes-in","It’s no secret that the Allies won World War II on the back of the U.S.’s enormous industrial output.","2024-05-03","2025-09-16 23:41:24","2025-09-16 23:41:24","2025-09-16 23:41:24","","","","","","","","","","","","","","en","","","","","","","","","/Users/jonathan/Zotero/storage/AUFIT2K8/how-to-build-300000-airplanes-in.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFR3CH4W","journalArticle","1937","Coase, R. H.","The Nature of the Firm","Economica","","0013-0427, 1468-0335","10.1111/j.1468-0335.1937.tb00002.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1468-0335.1937.tb00002.x","","1937-11","2025-09-17 00:01:02","2025-09-17 00:01:29","2025-09-17 00:01:02","386-405","","16","4","","Economica","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/6HPMUHD4/Coase - 1937 - The Nature of the Firm.pdf","","0 MUST READ; Economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
